GeneID	GeneSymbol	log2fc	pvalue	padj
ENSMUSG00000090740.2	Gm17079	NA	NA	NA
ENSMUSG00000090742.1	Gm3008	NA	NA	NA
ENSMUSG00000090743.1	Gm17213	NA	NA	NA
ENSMUSG00000090744.7	Gm6871	0.7917267621777	0.75281882004692	NA
ENSMUSG00000090747.3	Esp8	NA	NA	NA
ENSMUSG00000090750.1	Gm21999	NA	NA	NA
ENSMUSG00000090751.2	Vmn2r63	NA	NA	NA
ENSMUSG00000090753.1	Rpl31-ps4	NA	NA	NA
ENSMUSG00000090758.1	Gm17178	NA	NA	NA
ENSMUSG00000090761.1	Gm17201	-0.295384111902128	0.872179933601473	NA
ENSMUSG00000090762.2	Vmn2r56	NA	NA	NA
ENSMUSG00000090764.8	Gm3127	NA	NA	NA
ENSMUSG00000090765.1	Ighv1-13	NA	NA	NA
ENSMUSG00000090772.1	Gm2930	NA	NA	NA
ENSMUSG00000090773.3	Vmn2r-ps69	NA	NA	NA
ENSMUSG00000090774.2	Vmn2r74	NA	NA	NA
ENSMUSG00000090777.2	Ccdc188	NA	NA	NA
ENSMUSG00000090778.1	Gm3235	NA	NA	NA
ENSMUSG00000090779.1	Gm17110	1.49213695188171	0.311131579803168	NA
ENSMUSG00000090781.2	Igkv2-95-2	NA	NA	NA
ENSMUSG00000090782.1	Traj60	NA	NA	NA
ENSMUSG00000090785.1	Gm17116	0.282652147617513	0.857652465188	NA
ENSMUSG00000090788.2	Gm9597	NA	NA	NA
ENSMUSG00000090790.2	Gm17377	0.991464027706771	0.282292778552966	NA
ENSMUSG00000090793.2	Gm6650	NA	NA	NA
ENSMUSG00000090795.1	Gm7346	NA	NA	NA
ENSMUSG00000090796.1	Gm3141	NA	NA	NA
ENSMUSG00000090798.1	Gm8046	NA	NA	NA
ENSMUSG00000090799.2	Klhl33	1.02473262982213	0.00206391127789136	0.0403026083758679
ENSMUSG00000090801.1	Gm4862	NA	NA	NA
ENSMUSG00000090802.2	Gm8074	NA	NA	NA
ENSMUSG00000090806.2	Vmn2r70	0.0950094425169159	0.977294261361227	NA
ENSMUSG00000090808.3	Gm1758	NA	NA	NA
ENSMUSG00000090812.8	Samd15	-0.376687269632218	0.540401733421656	0.869961494095505
ENSMUSG00000090816.1	Gm6729	NA	NA	NA
ENSMUSG00000090817.7	Gm4450	NA	NA	NA
ENSMUSG00000090818.1	Trbj2-6	0.672078002778874	0.841111315468519	NA
ENSMUSG00000090821.1	Gm8161	NA	NA	NA
ENSMUSG00000090824.2	Olfr1344	NA	NA	NA
ENSMUSG00000090827.8	Gm8297	NA	NA	NA
ENSMUSG00000090839.1	Gm17094	NA	NA	NA
ENSMUSG00000090840.2	1700092M07Rik	-0.114549229280168	0.944700477260513	NA
ENSMUSG00000090841.2	Myl6	-0.0576253647147696	0.29005848447162	0.71719906841617
ENSMUSG00000090843.2	Heatr4	-0.361459962419853	0.674253118570143	NA
ENSMUSG00000090849.3	Vmn2r-ps36	NA	NA	NA
ENSMUSG00000090853.1	Gm17364	0.250838464253608	0.908564123873134	NA
ENSMUSG00000090854.9	Gm4340	NA	NA	NA
ENSMUSG00000090855.1	Gm17219	NA	NA	NA
ENSMUSG00000090860.1	Gm17134	0.672078002778874	0.841111315468519	NA
ENSMUSG00000090861.1	Arf4os	-2.3974413882402	0.361279343077428	NA
ENSMUSG00000090862.3	Rps13	0.0185497257109924	0.816643642821215	0.961802537498334
ENSMUSG00000090863.1	A530084C06Rik	-0.0745900080375114	0.887107934779877	0.977743410338431
ENSMUSG00000090864.11	Vmn2r40	NA	NA	NA
ENSMUSG00000090865.2	Gm17074	NA	NA	NA
ENSMUSG00000090868.2	Trav9d-4	NA	NA	NA
ENSMUSG00000090872.8	Gm3239	NA	NA	NA
ENSMUSG00000090873.1	Gm17112	NA	NA	NA
ENSMUSG00000090874.2	Olfr733	NA	NA	NA
ENSMUSG00000090877.3	Hspa1b	-0.0557423431562424	0.742872187508983	0.941646075911704
ENSMUSG00000090881.3	Phf11	0.114718079394345	0.609083042800939	0.896807512316845
ENSMUSG00000090882.1	Gm17065	NA	NA	NA
ENSMUSG00000090889.1	Gm17428	NA	NA	NA
ENSMUSG00000090891.3	D6Ertd527e	0.870144731350629	0.114254955189668	NA
ENSMUSG00000090892.2	Vmn2r41	NA	NA	NA
ENSMUSG00000090894.4	Olfr110	-0.420852129289307	0.308084290090211	0.732090921407967
ENSMUSG00000090897.2	Gm44501	NA	NA	NA
ENSMUSG00000090900.1	Gm3326	NA	NA	NA
ENSMUSG00000090907.1	C030017D09Rik	-1.20339870589457	0.719626305351089	NA
ENSMUSG00000090919.6	Pabpc4l	1.38368643187714	0.679389148347506	NA
ENSMUSG00000090925.2	1810064F22Rik	0.672078002778874	0.841111315468519	NA
ENSMUSG00000090927.1	Gm17047	NA	NA	NA
ENSMUSG00000090935.10	Synj2bp	-0.0353855000671594	0.669692600174178	0.917339994540848
ENSMUSG00000090936.2	Gm17705	0.1907892939752	0.736377583703401	NA
ENSMUSG00000090939.1	Gm17147	0.327103308902947	0.838941446442493	NA
ENSMUSG00000090941.1	Gm17212	NA	NA	NA
ENSMUSG00000090942.1	F830016B08Rik	0.491007546376573	0.0295275702262345	0.239238573131342
ENSMUSG00000090946.3	Ccdc71l	-0.242228286428732	0.00164010864308256	0.0338286824905847
ENSMUSG00000090947.1	Gm3102	NA	NA	NA
ENSMUSG00000090949.2	Vmn2r77	NA	NA	NA
ENSMUSG00000090951.4	Olfr181	NA	NA	NA
ENSMUSG00000090952.2	Gm17251	-0.418900156008245	0.0266060942933263	0.224240444144615
ENSMUSG00000090955.1	Gm17097	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000090957.2	Gm7535	-0.523209164466474	0.22179704505085	0.648584978199545
ENSMUSG00000090958.2	Lrrc32	-0.276374817709457	0.013664473538176	0.146698026674488
ENSMUSG00000090961.2	Vmn2r8	NA	NA	NA
ENSMUSG00000090963.2	Gm17655	0.211215540003801	0.353301074688278	0.763426874942866
ENSMUSG00000090964.1	Gm17206	NA	NA	NA
ENSMUSG00000090965.1	Gm17203	0.0685183179953213	0.967821222355437	NA
ENSMUSG00000090966.2	Vmn2r116	NA	NA	NA
ENSMUSG00000090967.3	Vmn2r61	NA	NA	NA
ENSMUSG00000090968.2	Gm3978	NA	NA	NA
ENSMUSG00000090975.1	Gm17162	NA	NA	NA
ENSMUSG00000090981.6	Olfr718-ps1	0.672078002778874	0.841111315468519	NA
ENSMUSG00000090989.1	Gm17042	NA	NA	NA
ENSMUSG00000090990.1	Gm17197	NA	NA	NA
ENSMUSG00000090991.1	Gm6647	NA	NA	NA
ENSMUSG00000090994.1	Gm6153	NA	NA	NA
ENSMUSG00000090996.1	Gm20458	NA	NA	NA
ENSMUSG00000091002.2	Tcerg1l	-2.03551754358171	0.216023886997579	NA
ENSMUSG00000091003.2	Gm7244	NA	NA	NA
ENSMUSG00000091004.2	Gm6872	0.0950096627634275	0.977045494679892	NA
ENSMUSG00000091005.1	Traj55	NA	NA	NA
ENSMUSG00000091006.3	Vmn2r69	NA	NA	NA
ENSMUSG00000091007.1	D630036H23Rik	2.68023239887804	0.0471138352853325	NA
ENSMUSG00000091008.1	Gm17472	NA	NA	NA
ENSMUSG00000091010.1	Gm17107	NA	NA	NA
ENSMUSG00000091011.1	Gm17187	NA	NA	NA
ENSMUSG00000091012.2	Vmn1r34	NA	NA	NA
ENSMUSG00000091013.3	Vmn1r1	NA	NA	NA
ENSMUSG00000091014.3	Gm5244	1.07965272967475	0.464250901535604	NA
ENSMUSG00000091016.1	Gm2878	NA	NA	NA
ENSMUSG00000091017.1	Fam71a	-2.09787565814112	0.360248673395713	NA
ENSMUSG00000091019.1	Gm7502	NA	NA	NA
ENSMUSG00000091020.3	Gm5828	0.412601327231061	0.247796877605016	0.677567460709708
ENSMUSG00000091021.1	Gm17300	NA	NA	NA
ENSMUSG00000091022.8	Gm3115	NA	NA	NA
ENSMUSG00000091027.1	Gm11107	NA	NA	NA
ENSMUSG00000091028.1	Gm10722	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091031.1	Gm17063	NA	NA	NA
ENSMUSG00000091034.8	Gm17660	NA	NA	NA
ENSMUSG00000091037.1	Gm17661	0.694592282077908	0.46115921896862	NA
ENSMUSG00000091039.2	Krtap20-2	NA	NA	NA
ENSMUSG00000091040.1	Gm9359	NA	NA	NA
ENSMUSG00000091041.1	Gm17720	NA	NA	NA
ENSMUSG00000091043.2	Glyatl3	NA	NA	NA
ENSMUSG00000091045.9	Vmn2r55	NA	NA	NA
ENSMUSG00000091048.1	Gm8207	NA	NA	NA
ENSMUSG00000091049.8	Gm1979	NA	NA	NA
ENSMUSG00000091050.1	9330020H09Rik	0.205782290477828	0.455913825323513	0.830118499803695
ENSMUSG00000091055.2	Siglec15	1.86265257235699	0.393312604248235	NA
ENSMUSG00000091058.2	Gm17538	0.035668366914959	0.884919294260584	0.977743410338431
ENSMUSG00000091059.2	Vmn2r14	NA	NA	NA
ENSMUSG00000091060.2	Myocos	NA	NA	NA
ENSMUSG00000091061.1	4930445B16Rik	NA	NA	NA
ENSMUSG00000091071.2	1700030C10Rik	-0.702373963077305	0.542269523457931	NA
ENSMUSG00000091076.2	Vmn2r115	NA	NA	NA
ENSMUSG00000091077.3	Gm21292	NA	NA	NA
ENSMUSG00000091078.1	Gm17218	NA	NA	NA
ENSMUSG00000091079.1	Gm17105	NA	NA	NA
ENSMUSG00000091080.2	Prr23a1	NA	NA	NA
ENSMUSG00000091083.4	Gm4535	-0.767674573647192	0.470602974968081	NA
ENSMUSG00000091086.2	Rpl6l	0.090905886957312	0.402741664976675	0.795234484567515
ENSMUSG00000091087.2	Ighv8-14	NA	NA	NA
ENSMUSG00000091091.2	Kcnmb3	1.20244892667647	0.517965970687899	NA
ENSMUSG00000091096.1	Gm17304	NA	NA	NA
ENSMUSG00000091099.1	Gm17164	NA	NA	NA
ENSMUSG00000091101.2	Gm4302	NA	NA	NA
ENSMUSG00000091102.1	5830462I19Rik	1.81430435651468	0.401840630235484	NA
ENSMUSG00000091105.1	Mrto4-ps2	0.0950093549649995	0.977390928562301	NA
ENSMUSG00000091109.1	Gm17622	NA	NA	NA
ENSMUSG00000091110.1	Gm2832	NA	NA	NA
ENSMUSG00000091114.1	Gm3138	NA	NA	NA
ENSMUSG00000091116.1	Gm7991	NA	NA	NA
ENSMUSG00000091117.1	Gm9064	NA	NA	NA
ENSMUSG00000091119.2	Ccdc152	0.273677261819553	0.88576802687542	NA
ENSMUSG00000091122.8	Gm8247	NA	NA	NA
ENSMUSG00000091123.1	Gm17181	NA	NA	NA
ENSMUSG00000091129.3	Iqcf6	NA	NA	NA
ENSMUSG00000091131.1	Gm7945	NA	NA	NA
ENSMUSG00000091132.1	Gm17109	NA	NA	NA
ENSMUSG00000091133.1	Gm17108	-0.91204019885248	0.529221069936849	NA
ENSMUSG00000091135.1	Lgals1-ps2	NA	NA	NA
ENSMUSG00000091140.1	Gm17124	NA	NA	NA
ENSMUSG00000091142.1	Gm17175	NA	NA	NA
ENSMUSG00000091144.2	Phf11c	0.351714767215654	0.0487519320750939	0.314022462874762
ENSMUSG00000091146.1	Gm3077	NA	NA	NA
ENSMUSG00000091147.1	4921509A06Rik	NA	NA	NA
ENSMUSG00000091148.7	Gm3182	NA	NA	NA
ENSMUSG00000091149.1	Gm17020	NA	NA	NA
ENSMUSG00000091151.2	Vmn1r224	NA	NA	NA
ENSMUSG00000091154.2	Proscos	-0.549210636018727	0.529736806175718	NA
ENSMUSG00000091155.1	Serpine3	NA	NA	NA
ENSMUSG00000091157.1	Serpina3l-ps	NA	NA	NA
ENSMUSG00000091159.1	Gm17545	NA	NA	NA
ENSMUSG00000091160.1	Gm17133	0.672078002778874	0.841111315468519	NA
ENSMUSG00000091163.4	Gm3962	NA	NA	NA
ENSMUSG00000091165.1	Gm17036	-0.48205888606702	0.848289022743053	NA
ENSMUSG00000091172.1	Gm17120	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091174.1	Pate10	NA	NA	NA
ENSMUSG00000091175.2	S100a7l2	NA	NA	NA
ENSMUSG00000091177.2	Gm15494	0.832931580105604	0.543925476741062	NA
ENSMUSG00000091183.5	Gm5141	0.262251351201753	0.263823070988282	0.693157185819383
ENSMUSG00000091184.1	Gm17059	NA	NA	NA
ENSMUSG00000091185.1	Gm3278	NA	NA	NA
ENSMUSG00000091189.1	Ear-ps3	NA	NA	NA
ENSMUSG00000091191.2	Gm17334	0.712649649595473	0.302925125674184	NA
ENSMUSG00000091192.1	Sardhos	NA	NA	NA
ENSMUSG00000091193.2	Gm17333	NA	NA	NA
ENSMUSG00000091194.1	Gm19840	NA	NA	NA
ENSMUSG00000091195.1	Gm17332	NA	NA	NA
ENSMUSG00000091198.2	Gm5218	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091199.10	Gm2619	1.20160790254784	0.0499635978370792	NA
ENSMUSG00000091204.8	Gm7271	NA	NA	NA
ENSMUSG00000091205.3	Vmn2r71	NA	NA	NA
ENSMUSG00000091206.2	Vmn2r91	NA	NA	NA
ENSMUSG00000091212.1	Krtap11-1	NA	NA	NA
ENSMUSG00000091215.3	Pate1	NA	NA	NA
ENSMUSG00000091216.2	Gm17208	0.672078002778874	0.841111315468519	NA
ENSMUSG00000091221.1	Gm3084	NA	NA	NA
ENSMUSG00000091223.2	Gm8775	-0.0442661361073666	0.886361285768675	0.977743410338431
ENSMUSG00000091227.1	Gm3755	NA	NA	NA
ENSMUSG00000091228.1	Gm20390	NA	NA	NA
ENSMUSG00000091230.1	H1f11-ps	NA	NA	NA
ENSMUSG00000091233.3	Gm6434	NA	NA	NA
ENSMUSG00000091237.1	Gm17114	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091238.1	Gm17103	-0.479748249763334	0.734315862292826	NA
ENSMUSG00000091239.2	Vmn2r76	NA	NA	NA
ENSMUSG00000091243.2	Vgll3	0.101994234347664	0.861548901977519	NA
ENSMUSG00000091248.1	Pate8	NA	NA	NA
ENSMUSG00000091255.1	Speer4e	NA	NA	NA
ENSMUSG00000091259.2	Vmn2r110	NA	NA	NA
ENSMUSG00000091260.1	Vmn2r19	NA	NA	NA
ENSMUSG00000091264.3	Smim13	-0.0605572966709642	0.336485685797811	0.752678856349131
ENSMUSG00000091268.2	Igkv17-134	NA	NA	NA
ENSMUSG00000091269.2	Gm6682	-0.29544937280101	0.304266379109342	0.728738600300262
ENSMUSG00000091272.2	Gm17641	NA	NA	NA
ENSMUSG00000091273.1	Gm6673	NA	NA	NA
ENSMUSG00000091275.1	Gm3248	1.38368643187714	0.679389148347506	NA
ENSMUSG00000091277.2	Gm1818	-0.0774862347075346	0.769989260058607	0.947823317106383
ENSMUSG00000091280.1	Gm17032	NA	NA	NA
ENSMUSG00000091281.1	Gm8065	NA	NA	NA
ENSMUSG00000091283.1	Gm17234	NA	NA	NA
ENSMUSG00000091285.2	Gm17430	NA	NA	NA
ENSMUSG00000091286.1	Gm3111	NA	NA	NA
ENSMUSG00000091288.1	Gm17075	NA	NA	NA
ENSMUSG00000091289.1	Gm17051	NA	NA	NA
ENSMUSG00000091290.1	Gm3275	NA	NA	NA
ENSMUSG00000091292.1	Gm3104	NA	NA	NA
ENSMUSG00000091293.1	Gm6047	NA	NA	NA
ENSMUSG00000091296.2	Gm4181	NA	NA	NA
ENSMUSG00000091297.2	Gm8439	NA	NA	NA
ENSMUSG00000091304.2	Speer6-ps1	NA	NA	NA
ENSMUSG00000091305.1	Gm17100	NA	NA	NA
ENSMUSG00000091306.2	Gm17606	0.283143673644254	0.802107241005559	NA
ENSMUSG00000091307.1	Gm8895	NA	NA	NA
ENSMUSG00000091311.3	Spata31d1b	0.85733592050763	0.772104128857802	NA
ENSMUSG00000091312.1	Gm17490	0.672078002778874	0.841111315468519	NA
ENSMUSG00000091313.1	Fth-ps2	0.114874959407304	0.866448732794715	NA
ENSMUSG00000091315.1	Gm17214	NA	NA	NA
ENSMUSG00000091318.2	Gm5415	0.672078002778874	0.841111315468519	NA
ENSMUSG00000091325.2	Gm3760	NA	NA	NA
ENSMUSG00000091326.1	Traj54	NA	NA	NA
ENSMUSG00000091329.2	1700112D23Rik	-0.103328359320342	0.95546197737221	NA
ENSMUSG00000091336.1	Gm17157	NA	NA	NA
ENSMUSG00000091337.3	Eid1	0.11020441559986	0.218852120995222	0.644983592830614
ENSMUSG00000091345.9	Col6a5	1.20234407057126	0.574987551945137	NA
ENSMUSG00000091347.2	Gm10772	NA	NA	NA
ENSMUSG00000091350.2	Vmn2r92	NA	NA	NA
ENSMUSG00000091351.1	Gm17135	NA	NA	NA
ENSMUSG00000091355.1	Gm17142	NA	NA	NA
ENSMUSG00000091358.2	Speer5-ps1	NA	NA	NA
ENSMUSG00000091361.2	Gm5277	NA	NA	NA
ENSMUSG00000091363.1	Gm7701	0.179600003673825	0.826872679295078	NA
ENSMUSG00000091366.1	Gm17040	0.608909681534979	0.531656938701394	NA
ENSMUSG00000091367.1	Gm17711	0.0950093549649995	0.977390928562301	NA
ENSMUSG00000091368.1	Gm17085	NA	NA	NA
ENSMUSG00000091370.1	5730435O14Rik	1.58263992323114	0.296999441033514	NA
ENSMUSG00000091373.4	Gm8810	NA	NA	NA
ENSMUSG00000091375.2	Vmn2r15	NA	NA	NA
ENSMUSG00000091376.1	Aadacl2	NA	NA	NA
ENSMUSG00000091378.1	Gm4219	-0.26891141929122	0.904796013054937	NA
ENSMUSG00000091381.3	Vmn2r83	NA	NA	NA
ENSMUSG00000091382.2	Vmn1r18	NA	NA	NA
ENSMUSG00000091383.2	Hist1h2al	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091386.2	Olfr443-ps1	NA	NA	NA
ENSMUSG00000091387.2	Gcnt4	-0.220353445440976	0.857882684156149	NA
ENSMUSG00000091390.1	Gm17168	NA	NA	NA
ENSMUSG00000091393.1	5330438I03Rik	NA	NA	NA
ENSMUSG00000091396.2	Spanxn4	NA	NA	NA
ENSMUSG00000091400.1	Gm6356	NA	NA	NA
ENSMUSG00000091401.1	Gm9252	NA	NA	NA
ENSMUSG00000091402.7	Rd3l	NA	NA	NA
ENSMUSG00000091404.1	Gm3140	NA	NA	NA
ENSMUSG00000091405.2	H4c14	0.164016194103601	0.873759717681222	NA
ENSMUSG00000091407.2	Vmn2r117	NA	NA	NA
ENSMUSG00000091408.3	Gm6728	0.198330916237127	0.845793690800779	NA
ENSMUSG00000091410.1	Gm17150	0.0950105397238719	0.975967169785825	NA
ENSMUSG00000091411.1	Gm5916	NA	NA	NA
ENSMUSG00000091412.1	Gm2895	NA	NA	NA
ENSMUSG00000091415.5	Ak9	-1.01771599550194	0.547646478244591	NA
ENSMUSG00000091416.2	Gm6327	NA	NA	NA
ENSMUSG00000091418.2	Gm3164	NA	NA	NA
ENSMUSG00000091419.2	Gm17450	NA	NA	NA
ENSMUSG00000091421.3	Gm4202	0.0560419189392329	0.499407307663635	0.84728448431142
ENSMUSG00000091422.8	Gm6455	NA	NA	NA
ENSMUSG00000091423.2	Gm17509	0.142359370770772	0.879296235670249	NA
ENSMUSG00000091425.1	Gm17118	NA	NA	NA
ENSMUSG00000091426.1	Gm17228	-1.40558288555808	0.473450244023188	NA
ENSMUSG00000091429.1	Gm17093	NA	NA	NA
ENSMUSG00000091430.1	Platr19	NA	NA	NA
ENSMUSG00000091435.1	Vmn1r115	NA	NA	NA
ENSMUSG00000091438.1	Gm17088	-0.689740590535858	0.294429322035557	NA
ENSMUSG00000091441.1	Gm17387	NA	NA	NA
ENSMUSG00000091442.1	Gm17031	NA	NA	NA
ENSMUSG00000091443.1	Gm17023	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091449.3	Gm10269	-0.406421754320645	0.0861026139913175	0.419778867746899
ENSMUSG00000091450.2	Vmn2r11	NA	NA	NA
ENSMUSG00000091453.2	Gm6541	NA	NA	NA
ENSMUSG00000091455.4	Otogl	NA	NA	NA
ENSMUSG00000091457.1	Gm17171	NA	NA	NA
ENSMUSG00000091459.1	Gm17054	NA	NA	NA
ENSMUSG00000091460.2	Gm7808	-0.540053900686029	0.209764582603977	0.633875459280305
ENSMUSG00000091462.2	Gm17084	NA	NA	NA
ENSMUSG00000091466.1	Gm17183	NA	NA	NA
ENSMUSG00000091468.3	Vmn2r82	NA	NA	NA
ENSMUSG00000091470.1	Gm17159	NA	NA	NA
ENSMUSG00000091471.1	Gm20538	NA	NA	NA
ENSMUSG00000091472.2	Gm3739	1.77933048014884	0.27447510391558	NA
ENSMUSG00000091474.2	2610021A01Rik	0.0475934191188554	0.685091299455915	0.923934514118171
ENSMUSG00000091475.3	Cerox1	1.18447840589869	0.0966761376612918	NA
ENSMUSG00000091476.8	Catspere2	-0.0706299589614572	0.888614951648688	NA
ENSMUSG00000091477.1	Gm5799	NA	NA	NA
ENSMUSG00000091478.2	Gm10039	-0.303230092163692	0.0565567759509996	0.338256573948372
ENSMUSG00000091479.1	Gm17035	NA	NA	NA
ENSMUSG00000091481.1	Gm17154	NA	NA	NA
ENSMUSG00000091483.1	Gm8715	NA	NA	NA
ENSMUSG00000091486.1	Gm7953	NA	NA	NA
ENSMUSG00000091487.1	Gm6586	NA	NA	NA
ENSMUSG00000091490.3	Triml2	NA	NA	NA
ENSMUSG00000091491.2	Vmn2r97	NA	NA	NA
ENSMUSG00000091492.1	Gm17025	-0.237216338267675	0.586669160155317	0.888975328960294
ENSMUSG00000091494.8	Gm3269	NA	NA	NA
ENSMUSG00000091496.1	Gm8398	NA	NA	NA
ENSMUSG00000091497.1	Gm44	NA	NA	NA
ENSMUSG00000091498.4	Mpc1-ps	-0.164270828144398	0.149907700190048	0.549494276610462
ENSMUSG00000091504.2	Vmn2r118	NA	NA	NA
ENSMUSG00000091507.1	Gm17194	NA	NA	NA
ENSMUSG00000091509.7	Gm17066	0.111236105422035	0.520396155676417	0.859582127235392
ENSMUSG00000091510.4	Mtag2	-0.626330058080695	0.851796937554395	NA
ENSMUSG00000091511.3	Vmn2r87	NA	NA	NA
ENSMUSG00000091512.5	Lamtor3	-0.0232989278611305	0.664300345262764	0.915684233788743
ENSMUSG00000091514.2	Gm17484	-0.483287394441606	0.361006712695518	0.768628903047298
ENSMUSG00000091515.5	Zfp422-ps	NA	NA	NA
ENSMUSG00000091519.1	Skor2	NA	NA	NA
ENSMUSG00000091523.1	AU040972	-0.482058857207145	0.84402202029042	NA
ENSMUSG00000091526.2	BB019430	NA	NA	NA
ENSMUSG00000091528.9	Vmn2r126	NA	NA	NA
ENSMUSG00000091530.2	Cldn20	0.929929223416838	0.196025036203705	NA
ENSMUSG00000091531.2	Olfr102	NA	NA	NA
ENSMUSG00000091534.2	Gm17195	-0.129303386933705	0.713704704495174	0.933144445426331
ENSMUSG00000091537.2	Tma7	-0.0492886900818828	0.547437062720914	0.872027715427374
ENSMUSG00000091539.2	Vmn1r238	NA	NA	NA
ENSMUSG00000091541.2	Vmn1r9	NA	NA	NA
ENSMUSG00000091542.1	Gm17167	NA	NA	NA
ENSMUSG00000091548.2	Gm17572	NA	NA	NA
ENSMUSG00000091549.1	Gm6548	0.0493472211777605	0.738766750157463	0.939818004560804
ENSMUSG00000091550.1	Gm6811	0.672078002778874	0.841111315468519	NA
ENSMUSG00000091552.2	Gm8711	NA	NA	NA
ENSMUSG00000091553.1	Serpina3e-ps	0.672078002778874	0.841111315468519	NA
ENSMUSG00000091556.8	Gm14569	-1.20339928372199	0.708140598952993	NA
ENSMUSG00000091557.2	Gm8584	NA	NA	NA
ENSMUSG00000091558.1	Gm17227	NA	NA	NA
ENSMUSG00000091561.3	Gm6665	0.0377587312511842	0.937572226099884	0.988729374625598
ENSMUSG00000091563.8	Gm8108	NA	NA	NA
ENSMUSG00000091568.8	Gm8206	NA	NA	NA
ENSMUSG00000091569.1	Gm8232	NA	NA	NA
ENSMUSG00000091570.1	Gm7707	-1.20339931508907	0.707476040494077	NA
ENSMUSG00000091572.9	Vmn2r3	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091573.1	Serpina3d-ps	-1.71830554471344	0.558413378810895	NA
ENSMUSG00000091575.2	2010016I18Rik	-0.231405548330917	0.150028986263095	0.549494276610462
ENSMUSG00000091577.2	Gm6211	-0.433517673535661	0.678119874579044	NA
ENSMUSG00000091583.1	Gm17033	NA	NA	NA
ENSMUSG00000091584.1	Gm8180	NA	NA	NA
ENSMUSG00000091586.2	Cyp4f17	0.214358160616996	0.355185516469557	0.764854848670014
ENSMUSG00000091587.1	Gm17191	-0.626330058080695	0.851796937554395	NA
ENSMUSG00000091594.2	Gm17067	NA	NA	NA
ENSMUSG00000091595.1	Gm3344	NA	NA	NA
ENSMUSG00000091601.3	Olfr93	NA	NA	NA
ENSMUSG00000091604.2	Gm17349	0.317887952069133	0.575645266618422	NA
ENSMUSG00000091605.2	Gm8256	NA	NA	NA
ENSMUSG00000091606.2	Ighv2-1	NA	NA	NA
ENSMUSG00000091613.1	Gm17046	-0.282608769040644	0.17053599674005	0.583506857721147
ENSMUSG00000091614.2	Gm17657	NA	NA	NA
ENSMUSG00000091615.2	Gm17044	NA	NA	NA
ENSMUSG00000091617.8	Gm3752	NA	NA	NA
ENSMUSG00000091618.3	H60c	NA	NA	NA
ENSMUSG00000091620.3	Vmn2r23	NA	NA	NA
ENSMUSG00000091623.2	Gm17092	0.101260959652515	0.818500416415472	0.961951853670125
ENSMUSG00000091624.2	Vmn2r9	NA	NA	NA
ENSMUSG00000091625.8	Lsm5	0.0755502896729665	0.645903792748213	0.910987712396285
ENSMUSG00000091627.1	Gm5929	NA	NA	NA
ENSMUSG00000091631.2	Vmn2r95	NA	NA	NA
ENSMUSG00000091635.2	Vmn2r13	NA	NA	NA
ENSMUSG00000091636.2	Akain1	NA	NA	NA
ENSMUSG00000091638.2	Vmn1r113	NA	NA	NA
ENSMUSG00000091639.2	Gm3756	-0.0191943897786743	0.947337211285488	0.98987658984746
ENSMUSG00000091648.2	C2cd4d	NA	NA	NA
ENSMUSG00000091649.3	Phf11b	0.0781872083354776	0.644409779731358	0.91034103220975
ENSMUSG00000091650.2	Apol11a	NA	NA	NA
ENSMUSG00000091651.3	Vmn2r36	NA	NA	NA
ENSMUSG00000091652.2	Vmn1r57	NA	NA	NA
ENSMUSG00000091655.3	Gm8741	0.179434053670417	0.522066995130618	0.860120320975027
ENSMUSG00000091656.2	Vmn2r106	NA	NA	NA
ENSMUSG00000091657.1	Gm3072	NA	NA	NA
ENSMUSG00000091659.1	Gm17099	NA	NA	NA
ENSMUSG00000091661.2	Gm17021	-0.150331595469256	0.868917131955737	NA
ENSMUSG00000091662.9	Vmn1r69	NA	NA	NA
ENSMUSG00000091665.1	Gm17101	NA	NA	NA
ENSMUSG00000091668.3	Gm8358	NA	NA	NA
ENSMUSG00000091669.1	Gm17117	NA	NA	NA
ENSMUSG00000091670.3	Vmn2r105	NA	NA	NA
ENSMUSG00000091671.1	Trbv10	NA	NA	NA
ENSMUSG00000091672.2	Gm17129	NA	NA	NA
ENSMUSG00000091676.1	Gm8374	NA	NA	NA
ENSMUSG00000091679.9	Vmn2r96	-0.590091879039876	0.317065797696563	NA
ENSMUSG00000091680.3	Klhdc7b	NA	NA	NA
ENSMUSG00000091682.2	Trgc3	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000091685.6	Gm17359	NA	NA	NA
ENSMUSG00000091686.1	4930471C04Rik	NA	NA	NA
ENSMUSG00000091692.2	4930433I11Rik	NA	NA	NA
ENSMUSG00000091694.9	Apol11b	-2.16549588348691	0.425693312672633	NA
ENSMUSG00000091695.2	Gm17669	1.37942690594574	0.550708472623842	NA
ENSMUSG00000091697.2	Eif3s6-ps2	0.0410309789862828	0.857412509781323	0.971261737675198
